language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.74  T=6.14 s (159.1 files/s, 28675.0 lines/s)"
JavaScript,./src/renderers/dom/shared/eventPlugins/__tests__/SimpleEventPlugin-test.js,37,9,140
JavaScript,./src/renderers/native/__tests__/ReactNativeMount-test.js,33,13,139
Markdown,./docs/docs/composition-vs-inheritance.md,32,0,139
Markdown,./docs/docs/typechecking-with-proptypes.md,33,0,138
JavaScript,./src/renderers/dom/stack/client/wrappers/ReactDOMSelect.js,23,42,138
JavaScript,./scripts/release-manager/commands/version.js,16,22,138
JavaScript,./src/renderers/shared/stack/reconciler/ReactUpdates.js,31,52,137
Markdown,./docs/_posts/2017-09-26-react-v16.0.md,72,0,137
JavaScript,./src/renderers/dom/shared/eventPlugins/SelectEventPlugin.js,21,57,136
JavaScript,./src/renderers/dom/shared/ReactDOMEventListener.js,22,48,136
JavaScript,./src/__mocks__/UIManager.js,10,13,135
JavaScript,./fixtures/dom/src/components/TestCase.js,21,0,132
JavaScript,./src/renderers/dom/shared/hooks/ReactDOMInvalidARIAHook.js,20,18,131
Markdown,./docs/docs/reference-dom-elements.md,41,0,129
JavaScript,./src/renderers/__tests__/ReactChildReconciler-test.js,27,10,128
Markdown,./docs/community/videos.md,47,0,127
JavaScript,./src/renderers/dom/ReactDOMStackEntry.js,19,22,127
JavaScript,./scripts/rollup/packaging.js,17,24,126
JavaScript,./src/renderers/dom/shared/ReactBrowserEventEmitter.js,17,100,125
Markdown,./docs/docs/reference-react.md,68,0,125
Markdown,./docs/_posts/2015-01-27-react-v0.13.0-beta-1.md,41,0,124
JavaScript,./src/renderers/dom/shared/SVGDOMPropertyConfig.js,10,21,124
Markdown,./docs/_posts/2016-11-16-react-v15.4.0.md,50,0,124
Markdown,./docs/_posts/2015-09-10-react-v0.14-rc1.md,55,0,124
JavaScript,./src/renderers/dom/stack/client/ReactDOMTextComponent.js,13,49,123
JavaScript,./src/renderers/dom/shared/__tests__/ReactDOMAttribute-test.js,24,8,123
Markdown,./docs/_posts/2017-09-08-dom-attributes-in-react-16.md,67,0,120
JavaScript,./src/renderers/dom/shared/__tests__/inputValueTracking-test.js,48,14,119
JavaScript,./src/renderers/shared/stack/reconciler/traverseStackChildren.js,19,60,119
Markdown,./docs/docs/introducing-jsx.md,44,0,118
Markdown,./docs/_posts/2014-07-17-react-v0.11.md,45,0,118
JavaScript,./src/renderers/shared/shared/event/eventPlugins/TouchHistoryMath.js,12,19,117
JSON,./package.json,0,0,116
Markdown,./docs/docs/portals.md,28,0,116
JavaScript,./src/renderers/testing/__tests__/ReactTestRendererTraversal-test.js,23,14,116
JavaScript,./scripts/bench/benchmark.js,18,2,115
JavaScript,./src/renderers/dom/fiber/wrappers/ReactDOMFiberTextarea.js,20,42,114
Markdown,./docs/_posts/2014-02-20-react-v0.9.md,30,0,114
JavaScript,./scripts/bench/runner.js,17,9,113
Sass,./docs/_css/_typography.scss,23,0,112
JavaScript,./src/renderers/dom/stack/client/wrappers/ReactDOMTextarea.js,20,41,112
Markdown,./docs/community/videos.ko-KR.md,62,0,112
Markdown,./docs/community/videos.it-IT.md,61,0,112
Markdown,./docs/community/videos.zh-CN.md,61,0,112
JavaScript,./src/renderers/dom/shared/warnValidStyle.js,21,15,112
CSS,./docs/css/main.css,31,23,111
JavaScript,./src/renderers/dom/shared/eventPlugins/TapEventPlugin.js,20,23,111
Markdown,./docs/docs/handling-events.md,30,0,111
JavaScript,./src/renderers/dom/shared/CSSProperty.js,9,33,110
JavaScript,./scripts/release-manager/commands/docs-prs.js,15,26,109
JavaScript,./src/renderers/shared/fiber/__tests__/ReactTopLevelFragment-test.js,39,10,109
Markdown,./docs/_posts/2014-07-13-react-v0.11-rc1.md,37,0,107
JavaScript,./src/renderers/native/ReactNativeEventEmitter.js,14,79,107
JavaScript,./src/renderers/dom/shared/inputValueTracking.js,21,17,106
Markdown,./docs/_posts/2014-02-16-react-v0.9-rc1.md,26,0,106
JavaScript,./fixtures/art/VectorWidget.js,12,32,104
JavaScript,./fixtures/fiber-debugger/src/describeFibers.js,7,0,104
JavaScript,./src/renderers/shared/stack/reconciler/ReactRef.js,18,22,104
Markdown,./docs/community/conferences.md,65,0,104
JavaScript,./src/renderers/shared/stack/reconciler/Transaction.js,12,126,103
JavaScript,./src/renderers/shared/stack/reconciler/instantiateReactComponent.js,19,34,103
JavaScript,./scripts/bench/build.js,15,15,102
Markdown,./docs/_posts/2016-07-22-create-apps-with-no-configuration.md,63,0,102
Markdown,./docs/docs/addons-two-way-binding-helpers.md,30,0,101
Markdown,./docs/_posts/2015-10-01-react-render-and-top-level-api.md,33,0,100
Markdown,./docs/contributing/how-to-contribute.md,63,0,100
JavaScript,./src/renderers/dom/shared/__tests__/ReactDOMComponentTree-test.js,17,14,100
YAML,./docs/crowdin.yaml,1,0,100
JavaScript,./src/renderers/native/ReactNativeFiberInspector.js,16,12,100
JavaScript,./src/isomorphic/modern/class/__tests__/ReactPureComponent-test.js,15,10,100
JavaScript,./src/renderers/__tests__/refs-destruction-test.js,15,9,100
C/C++ Header,./scripts/perf-counters/src/portability.h,34,51,99
Markdown,./docs/docs/reconciliation.md,54,0,99
JavaScript,./src/renderers/shared/ReactDOMFrameScheduling.js,16,42,98
JavaScript,./src/renderers/__tests__/ReactCompositeComponentNestedState-test.js,14,9,98
Markdown,./docs/_posts/2014-10-17-community-roundup-23.md,55,0,97
JavaScript,./src/renderers/shared/stack/__tests__/PooledClass-test.js,13,8,96
JavaScript,./src/renderers/shared/shared/ReactTreeTraversal.js,12,36,96
JavaScript,./fixtures/dom/src/components/fixtures/selects/index.js,13,0,95
JavaScript,./scripts/release-manager/cli.js,27,16,95
Markdown,./docs/docs/thinking-in-react.md,55,0,95
JavaScript,./src/renderers/shared/shared/event/EventPropagators.js,18,49,93
HTML,./fixtures/packaging/index.html,0,0,92
JavaScript,./src/renderers/native/NativeMethodsMixin.js,18,94,91
JavaScript,./src/renderers/dom/shared/syntheticEvents/__tests__/SyntheticKeyboardEvent-test.js,21,10,91
Markdown,./docs/docs/addons-perf.md,54,0,90
JavaScript,./src/renderers/dom/stack/client/DOMLazyTree.js,13,25,90
JavaScript,./eslint-rules/__tests__/warning-and-invariant-args-test.js,3,8,89
JavaScript,./src/renderers/dom/stack/client/wrappers/ReactDOMOption.js,19,21,88
Markdown,./docs/_posts/2013-11-06-community-roundup-10.md,36,0,88
YAML,./docs/_data/nav_tutorial.yml,0,0,88
JavaScript,./src/renderers/shared/fiber/ReactFiberHostContext.js,22,18,88
JavaScript,./scripts/prettier/index.js,11,11,88
JavaScript,./src/isomorphic/modern/class/ReactBaseClasses.js,13,68,87
JavaScript,./src/renderers/dom/shared/eventPlugins/EnterLeaveEventPlugin.js,14,20,86
Markdown,./docs/docs/addons-update.md,31,0,86
Markdown,./docs/index.md,1,0,86
Markdown,./docs/contributing/design-principles.md,75,0,86
Markdown,./docs/_posts/2014-02-05-community-roundup-15.md,40,0,85
JavaScript,./scripts/jest/ts-preprocessor.js,6,5,85
JavaScript,./docs/_js/ErrorDecoderComponent.js,17,8,84
JavaScript,./src/test/ReactComponentTreeTestUtils.js,9,12,84
JavaScript,./src/renderers/native/ReactNativeFiberEntry.js,25,19,84
JavaScript,./src/renderers/dom/shared/DOMMarkupOperations.js,11,35,84
Markdown,./docs/_posts/2014-10-28-react-v0.12.md,44,0,83
Markdown,./docs/_posts/2014-10-16-react-v0.12-rc1.md,67,0,83
JavaScript,./src/renderers/dom/shared/ReactDOMSelection.js,24,51,82
JavaScript,./src/renderers/shared/stack/PooledClass.js,12,27,82
JavaScript,./fixtures/dom/src/components/fixtures/input-change-events/index.js,13,0,82
JavaScript,./fixtures/dom/src/components/fixtures/text-inputs/index.js,14,0,82
JavaScript,./src/renderers/dom/shared/ReactInputSelection.js,16,34,82
JavaScript,./fixtures/dom/src/components/Header.js,3,0,81
JavaScript,./scripts/error-codes/replace-invariant-error-codes.js,13,41,81
JavaScript,./scripts/jest/preprocessor.js,9,12,81
JavaScript,./packages/react-art/lib/Rectangle.art.js,20,35,81
YAML,./docs/_data/nav_docs.yml,0,0,81
JavaScript,./src/renderers/dom/shared/CSSPropertyOperations.js,9,28,81
Markdown,./docs/_posts/2013-12-30-community-roundup-13.md,37,0,80
JavaScript,./src/renderers/dom/shared/utils/ReactControlledValuePropTypes.js,9,14,80
JavaScript,./src/renderers/shared/shared/event/BrowserEventConstants.js,6,15,80
JavaScript,./src/renderers/dom/shared/wrappers/__tests__/ReactDOMOption-test.js,17,9,79
Markdown,./docs/docs/reference-react-dom.md,31,0,79
JavaScript,./src/renderers/dom/shared/HTMLDOMPropertyConfig.js,6,38,78
HTML,./docs/_layouts/default.html,12,6,78
JavaScript,./src/renderers/__tests__/ReactMockedComponent-test.js,23,8,77
JavaScript,./src/renderers/dom/stack/server/ReactServerUpdateQueue.js,12,61,77
JavaScript,./flow/react-native-host-hooks.js,2,9,77
Markdown,./docs/_posts/2014-07-28-community-roundup-20.md,38,0,76
JavaScript,./src/renderers/native/ReactNativeTypes.js,12,19,76
Markdown,./docs/_posts/2014-08-03-community-roundup-21.md,37,0,76
Markdown,./docs/_posts/2014-09-12-community-round-up-22.md,38,0,76
YAML,./docs/_data/authors.yml,0,3,75
JavaScript,./src/renderers/native/ReactNativeBridgeEventPlugin.js,10,12,75
JavaScript,./src/renderers/native/ReactNativeComponent.js,19,82,75
C/C++ Header,./scripts/perf-counters/src/hardware-counter.h,19,14,75
Markdown,./docs/warnings/dont-call-proptypes.md,25,0,75
JavaScript,./packages/react-art/lib/Wedge.art.js,33,78,75
JavaScript,./scripts/error-codes/__tests__/dev-expression-with-codes-test.js,14,7,75
C++,./scripts/perf-counters/src/thread-local.cpp,16,9,74
JavaScript,./src/renderers/shared/stack/reconciler/flattenStackChildren.js,9,26,74
Markdown,./docs/_posts/2017-07-26-error-handling-in-react-16.md,40,0,74
JavaScript,./src/isomorphic/children/__tests__/onlyChild-test.js,9,8,74
Markdown,./docs/_posts/2013-07-23-community-roundup-5.md,24,0,74
JavaScript,./scripts/error-codes/extract-errors.js,14,17,73
JavaScript,./src/renderers/dom/shared/__tests__/findDOMNode-test.js,17,8,73
Markdown,./docs/_posts/2015-05-01-graphql-introduction.md,35,0,72
YAML,./docs/_config.yml,0,0,72
Markdown,./docs/_posts/2013-06-27-community-roundup-3.md,19,0,71
JavaScript,./src/renderers/dom/shared/findDOMNode.js,9,9,71
JavaScript,./src/renderers/dom/stack/client/ReactReconcileTransaction.js,19,88,71
JavaScript,./src/renderers/dom/shared/utils/getEventKey.js,9,30,71
JavaScript,./src/renderers/__tests__/ReactCompositeComponentDOMMinimalism-test.js,11,15,70
JavaScript,./src/renderers/shared/shared/event/ReactControlledComponent.js,13,15,70
JavaScript,./src/renderers/dom/shared/__tests__/ReactDOMInvalidARIAHook-test.js,7,11,69
JavaScript,./src/renderers/native/ReactNativeFiberHostComponent.js,16,21,68
Sass,./docs/_css/bourbon/_bourbon.scss,5,6,68
Sass,./docs/_css/bourbon/addons/_directional-values.scss,20,24,67
Markdown,./docs/_posts/2013-10-3-community-roundup-9.md,31,0,67
Markdown,./docs/_posts/2013-06-05-why-react.md,21,0,67
JavaScript,./scripts/bench/server.js,10,1,67
JavaScript,./src/renderers/dom/stack/server/ReactServerRendering.js,10,25,67
Markdown,./docs/_posts/2013-12-23-community-roundup-12.md,36,0,66
JavaScript,./src/renderers/shared/fiber/ReactFiberDevToolsHook.js,10,14,66
TypeScript,./scripts/jest/jest.d.ts,5,1,66
Markdown,./docs/docs/rendering-elements.md,29,0,66
Markdown,./docs/_posts/2017-06-13-react-v15.6.0.md,29,0,66
JavaScript,./src/renderers/dom/shared/utils/assertValidProps.js,7,10,66
JavaScript,./src/renderers/dom/shared/eventPlugins/__tests__/FallbackCompositionState-test.js,17,9,65
JavaScript,./eslint-rules/warning-and-invariant-args.js,5,16,65
Sass,./docs/_css/bourbon/addons/_triangle.scss,18,0,65
JavaScript,./src/renderers/dom/shared/eventPlugins/__tests__/SelectEventPlugin-test.js,16,11,64
JavaScript,./src/renderers/dom/shared/__tests__/ReactMountDestruction-test.js,13,12,63
JavaScript,./scripts/rollup/stats.js,8,2,63
Ruby,./docs/Rakefile,9,2,63
Markdown,./docs/_posts/2015-08-03-new-react-devtools-beta.md,28,0,63
JavaScript,./src/renderers/shared/fiber/ReactFiberStack.js,22,9,61
Markdown,./docs/_posts/2013-08-26-community-roundup-7.md,12,0,61
JavaScript,./src/renderers/shared/stack/reconciler/ReactOwner.js,8,64,61
