module,revisions,code
src/renderers/shared/stack/reconciler/ReactCompositeComponentTypes.js,2,6
scripts/rollup/sync.js,2,38
docs/_includes/nav_docs.html,2,35
src/renderers/dom/shared/syntheticEvents/__tests__/SyntheticKeyboardEvent-test.js,2,91
docs/_posts/2014-02-15-community-roundup-16.md,2,41
src/node_modules/react/index.js,2,2
src/__mocks__/InitializeCore.js,2,1
fixtures/dom/src/index.js,2,9
src/renderers/dom/shared/eventPlugins/EnterLeaveEventPlugin.js,2,86
fixtures/dom/src/components/fixtures/textareas/index.js,2,30
src/renderers/dom/ReactDOMServerBrowserEntry.js,2,24
scripts/bench/benchmark.js,2,115
fixtures/art/app.js,2,5
fixtures/packaging/webpack/prod/config.js,2,18
src/renderers/shared/shared/event/BrowserEventConstants.js,2,80
fixtures/dom/src/components/fixtures/input-change-events/RangeKeyboardFixture.js,2,59
src/renderers/dom/shared/utils/getEventTarget.js,2,10
src/renderers/dom/shared/syntheticEvents/SyntheticKeyboardEvent.js,2,53
scripts/release-manager/commands/npm-check-access.js,2,38
docs/_posts/2016-04-07-react-v15.md,2,159
src/node_modules/react-test-renderer/shallow.js,2,2
src/renderers/dom/shared/syntheticEvents/SyntheticTouchEvent.js,2,29
scripts/bench/build.js,2,102
fixtures/ssr/src/components/Chrome.js,2,27
packages/react-art/lib/Circle.art.js,2,20
src/renderers/dom/shared/syntheticEvents/SyntheticUIEvent.js,2,39
src/renderers/dom/shared/syntheticEvents/SyntheticClipboardEvent.js,2,25
src/renderers/dom/shared/ReactDOMUnstableNativeDependenciesEntry.js,2,14
src/renderers/dom/shared/__tests__/ReactDOMEventListener-test.js,2,173
scripts/bench/runner.js,2,113
docs/_posts/2015-03-30-community-roundup-26.md,2,49
docs/downloads/single-file-example.html,2,19
src/isomorphic/modern/class/React.d.ts,2,13
src/__mocks__/deepFreezeAndThrowOnMutationInDev.js,2,3
packages/react-art/lib/Rectangle.art.js,2,81
src/renderers/dom/shared/syntheticEvents/SyntheticInputEvent.js,2,21
fixtures/dom/src/components/fixtures/input-change-events/RadioClickFixture.js,2,40
docs/_posts/2013-09-24-community-roundup-8.md,2,46
fixtures/dom/src/components/fixtures/date-inputs/switch-date-test-case.js,2,55
src/renderers/dom/shared/warnValidStyle.js,2,112
src/renderers/dom/shared/syntheticEvents/SyntheticWheelEvent.js,2,37
src/node_modules/react-dom/test-utils.js,2,2
fixtures/dom/src/components/fixtures/input-change-events/InputPlaceholderFixture.js,2,50
src/node_modules/react-dom/index.js,2,6
src/renderers/shared/stack/reconciler/ReactDebugCurrentStack.js,2,19
scripts/rollup/shims/react-native/ReactNativeBridgeEventPlugin.js,2,6
src/renderers/dom/stack/client/ReactDOMIDOperations.js,2,10
scripts/rollup/shims/rollup/ReactDebugCurrentFrameRollupShim.js,2,3
src/renderers/dom/shared/DOMNamespaces.js,2,34
docs/html-jsx.html,2,5
docs/_posts/2016-07-11-introducing-reacts-error-code-system.md,2,11
src/renderers/shared/shared/event/ReactEventEmitterMixin.js,2,23
src/renderers/dom/ReactDOMServerStackEntry.js,2,20
src/renderers/dom/shared/utils/getEventKey.js,2,71
fixtures/fiber-debugger/package.json,2,18
src/renderers/dom/shared/checkReact.js,2,7
scripts/circleci/build_gh_pages.sh,2,27
src/renderers/dom/shared/syntheticEvents/SyntheticFocusEvent.js,2,21
src/renderers/dom/shared/syntheticEvents/SyntheticCompositionEvent.js,2,24
scripts/rollup/plugins/wrap-warning-with-env-check.js,2,27
fixtures/packaging/webpack-alias/dev/config.js,2,14
src/renderers/dom/shared/utils/__tests__/getEventKey-test.js,2,54
src/renderers/shared/fiber/ReactFiberInstrumentation.js,2,5
src/isomorphic/modern/class/PropTypes.d.ts,2,3
fixtures/ssr/src/components/App.js,2,15
docs/_posts/2013-12-30-community-roundup-13.md,2,80
src/renderers/dom/shared/syntheticEvents/SyntheticDragEvent.js,2,21
src/renderers/dom/shared/syntheticEvents/SyntheticAnimationEvent.js,2,23
docs/_posts/2015-12-16-ismounted-antipattern.md,2,60
src/node_modules/react-art/index.js,2,2
docs/_posts/2017-04-07-react-v15.5.0.md,2,154
src/renderers/dom/stack/client/ReactDOMEmptyComponent.js,2,43
scripts/release-manager/commands/npm-grant-access.js,2,42
src/isomorphic/modern/class/ReactDOM.d.ts,2,5
docs/_posts/2015-08-13-reacteurope-roundup.md,2,39
src/renderers/dom/shared/utils/getEventModifierState.js,2,20
src/__mocks__/Platform.js,2,4
src/renderers/dom/shared/utils/voidElementTags.js,2,7
src/__mocks__/flattenStyle.js,2,3
scripts/bench/server.js,2,67
docs/_posts/2013-06-12-community-roundup.md,2,34
docs/community/videos.md,2,127
docs/community/support.md,2,21
src/renderers/dom/shared/utils/getNodeForCharacterOffset.js,2,35
fixtures/ssr/src/index.js,2,4
src/renderers/dom/shared/syntheticEvents/SyntheticTransitionEvent.js,2,23
scripts/babel/transform-object-assign-require.js,2,35
docs/docs/integrating-with-other-libraries.md,2,328
fixtures/packaging/webpack-alias/prod/config.js,2,14
src/renderers/dom/shared/utils/AutoFocusUtils.js,2,9
src/shared/describeComponentFrame.js,2,18
scripts/circleci/build.sh,2,4
src/renderers/dom/shared/hooks/validAriaProperties.js,2,52
fixtures/dom/src/components/fixtures/range-inputs/index.js,2,27
scripts/circleci/test_print_warnings.sh,2,5
scripts/rollup/shims/facebook-www/renderSubtreeIntoContainer.js,2,3
src/__mocks__/ExceptionsManager.js,2,4
src/renderers/shared/fiber/ReactTypeOfInternalContext.js,2,6
docs/_layouts/contributing.html,2,20
src/renderers/__tests__/multiple-copies-of-react-test.js,2,37
src/__mocks__/deepDiffer.js,2,42
src/renderers/dom/stack/client/ReactComponentBrowserEnvironment.js,2,8
docs/warnings/special-props.md,2,7
packages/react-art/lib/Wedge.art.js,2,75
packages/react-noop-renderer/index.js,2,2
docs/warnings/legacy-factories.md,2,41
docs/_posts/2013-08-26-community-roundup-7.md,2,61
src/renderers/shared/shared/event/eventPlugins/ResponderSyntheticEvent.js,2,23
scripts/tasks/jest.js,2,26
docs/docs/error-decoder.md,2,10
src/renderers/dom/stack/server/ReactServerRenderingTransaction.js,2,38
src/renderers/dom/shared/eventPlugins/FallbackCompositionState.js,2,51
src/shared/ReactElementType.js,2,19
docs/_posts/2014-08-03-community-roundup-21.md,2,76
fixtures/ssr/src/components/Page.js,2,22
src/renderers/dom/shared/utils/omittedCloseTags.js,2,19
packages/react-art/index.js,1,6
fixtures/packaging/webpack/prod/package.json,1,10
scripts/perf-counters/src/portability.h,1,99
docs/_js/html-jsx-lib.js,1,5
src/renderers/dom/shared/renderSubtreeIntoContainer.js,1,3
packages/react-dom/unstable-native-dependencies.js,1,6
fixtures/ssr/src/components/Page.css,1,3
fixtures/ssr/public/index.html,1,13
fixtures/packaging/globals/prod.html,1,13
fixtures/dom/src/react-loader.js,1,41
packages/react-noop-renderer/README.md,1,3
src/package.json,1,5
fixtures/fiber-debugger/src/index.js,1,5
docs/_js/examples/hello.js,1,13
docs/_posts/2014-05-06-flux.md,1,10
scripts/bench/benchmarks/hacker-news/index.html,1,37
fixtures/ssr/package.json,1,25
docs/_posts/2013-06-19-community-roundup-2.md,1,50
docs/feed.xml,1,20
scripts/perf-counters/package.json,1,10
scripts/perf-counters/src/hardware-counter.cpp,1,366
fixtures/dom/src/components/fixtures/event-pooling/mouse-move.js,1,41
scripts/bench/benchmarks/hacker-news/generate.js,1,19
docs/_posts/2015-03-04-community-roundup-25.md,1,38
docs/community/videos.it-IT.md,1,112
scripts/bench/benchmarks/pe-no-components/index.html,1,32
docs/_posts/2014-11-25-community-roundup-24.md,1,59
docs/_posts/2014-02-24-community-roundup-17.md,1,48
src/__mocks__/RCTEventEmitter.js,1,5
docs/_posts/2014-01-02-react-chrome-developer-tools.md,1,11
eslint-rules/warning-and-invariant-args.js,1,65
docs/_posts/2016-01-12-discontinuing-ie8-support.md,1,7
docs/_css/_typography.scss,1,112
fixtures/packaging/index.html,1,92
src/__mocks__/TextInputState.js,1,3
fixtures/packaging/brunch/prod/index.html,1,7
docs/_js/examples/todo.js,1,52
docs/_posts/2014-03-14-community-roundup-18.md,1,58
docs/_posts/2013-06-05-why-react.md,1,67
packages/react-test-renderer/README.md,1,15
docs/_posts/2014-01-06-community-roundup-14.md,1,58
fixtures/ssr/src/components/Chrome.css,1,5
scripts/circleci/bench.sh,1,3
scripts/release-manager/.eslintrc.js,1,6
src/renderers/shared/stack/__tests__/PooledClass-test.js,1,96
packages/react-dom/test-utils.js,1,6
fixtures/packaging/rjs/prod/config.js,1,10
src/renderers/dom/shared/createMicrosoftUnsafeLocalFunction.js,1,13
scripts/shared/evalToString.js,1,15
src/shared/ReactTypeOfWork.js,1,15
docs/_css/bourbon/helpers/_linear-positions-parser.scss,1,55
docs/_posts/2015-09-10-react-v0.14-rc1.md,1,124
src/renderers/shared/shared/event/getVendorPrefixedEventName.js,1,45
fixtures/packaging/systemjs-builder/prod/config.js,1,6
scripts/jest/fiber.config.json,1,38
src/renderers/shared/stack/PooledClass.js,1,82
scripts/rollup/shims/rollup/DevOnlyStubShim.js,1,1
src/__mocks__/View.js,1,7
src/renderers/native/ReactNativeEventPluginOrder.js,1,6
scripts/circleci/track_stats.sh,1,6
src/renderers/shared/stack/reconciler/ReactEmptyComponent.js,1,14
fixtures/packaging/systemjs-builder/prod/build.js,1,11
docs/_posts/2017-05-18-whats-new-in-create-react-app.md,1,54
fixtures/packaging/requirejs/prod.html,1,20
fixtures/packaging/babel-standalone/dev.html,1,14
docs/_posts/2017-09-26-react-v16.0.md,1,137
docs/_posts/2015-03-26-introducing-react-native.md,1,12
fixtures/fiber-triangle/index.html,1,212
scripts/rollup/plugins/sizes-plugin.js,1,10
docs/_posts/2013-11-06-community-roundup-10.md,1,88
src/renderers/shared/stack/reconciler/KeyEscapeUtils.js,1,34
docs/_posts/2014-07-28-community-roundup-20.md,1,76
scripts/bench/package.json,1,21
docs/_posts/2013-06-27-community-roundup-3.md,1,71
src/renderers/shared/stack/reconciler/getHostComponentFromComposite.js,1,14
scripts/perf-counters/src/hardware-counter.h,1,75
docs/_posts/2014-09-12-community-round-up-22.md,1,76
docs/_includes/hero.html,1,12
docs/css/codemirror.css,1,271
docs/_includes/nav_tutorial.html,1,23
fixtures/dom/src/polyfills.js,1,27
docs/_layouts/docs.html,1,23
fixtures/dom/src/components/fixtures/event-pooling/persistence.js,1,50
packages/react-test-renderer/shallow.js,1,6
scripts/error-codes/replace-invariant-error-codes.js,1,81
fixtures/dom/README.md,1,12
docs/docs/reference-javascript-environment-requirements.md,1,25
fixtures/dom/src/components/IssueList.js,1,21
docs/_posts/2015-03-10-react-v0.13.md,1,59
fixtures/dom/src/components/fixtures/input-change-events/RadioGroupFixture.js,1,49
fixtures/packaging/systemjs/prod.html,1,25
packages/react-art/README.md,1,7
scripts/rollup/shims/rollup/assign.js,1,3
docs/warnings/invalid-aria-prop.md,1,8
src/renderers/dom/shared/eventPlugins/DOMEventPluginOrder.js,1,11
docs/_includes/footer.html,1,41
src/renderers/dom/stack/server/ReactServerBatchingStrategy.js,1,7
docs/_includes/nav_community.html,1,23
scripts/rollup/shims/react-native/ReactGlobalSharedState.js,1,6
docs/_posts/2016-04-08-react-v15.0.1.md,1,25
fixtures/packaging/rjs/prod/index.html,1,7
docs/_posts/2015-07-03-react-v0.14-beta-1.md,1,50
docs/_posts/2014-06-27-community-roundup-19.md,1,32
src/renderers/dom/shared/ReactDOMComponentFlags.js,1,5
fixtures/dom/src/components/fixtures/event-pooling/index.js,1,15
fixtures/art/index.html,1,17
docs/_posts/2014-05-29-one-year-of-open-source-react.md,1,9
docs/_posts/2013-12-23-community-roundup-12.md,1,66
packages/react-test-renderer/stack.js,1,6
fixtures/packaging/rjs/dev/config.js,1,10
scripts/shared/__tests__/evalToString-test.js,1,26
docs/_layouts/community.html,1,25
scripts/rollup/mangle.js,1,8
docs/_data/acknowledgements.yml,1,697
docs/_js/examples/timer.js,1,29
docs/_posts/2015-10-07-react-v0.14.md,1,141
fixtures/packaging/browserify/prod/package.json,1,13
fixtures/packaging/brunch/dev/package.json,1,10
eslint-rules/__tests__/warning-and-invariant-args-test.js,1,89
docs/_posts/2014-02-20-react-v0.9.md,1,114
scripts/jest/stack.config.json,1,38
docs/_plugins/sidebar_item.rb,1,32
fixtures/ssr/README.md,1,16
fixtures/art/README.md,1,7
docs/_posts/2014-11-24-react-js-conf-updates.md,1,31
fixtures/packaging/brunch/prod/package.json,1,10
fixtures/attribute-behavior/src/attributes.js,1,2318
docs/circle.yml,1,5
fixtures/attribute-behavior/src/App.css,1,0
scripts/bench/benchmarks/pe-no-components/benchmark.js,1,4021
docs/_css/_solarized.scss,1,171
scripts/jest/jest.d.ts,1,66
fixtures/packaging/rjs/prod/package.json,1,10
docs/_posts/2013-10-29-react-v0-5-1.md,1,16
scripts/perf-counters/src/thread-local.h,1,502
fixtures/packaging/systemjs-builder/dev/config.js,1,6
scripts/perf-counters/src/jsc-perf.cpp,1,175
docs/_posts/2015-05-22-react-native-release-process.md,1,14
src/renderers/native/ReactNativePropRegistry.js,1,26
src/renderers/native/findNumericNodeHandle.js,1,11
packages/react-dom/server.browser.js,1,6
fixtures/packaging/brunch/prod/config.js,1,10
scripts/perf-counters/src/thread-local.cpp,1,74
docs/_posts/2013-08-05-community-roundup-6.md,1,58
docs/_layouts/tutorial.html,1,25
docs/crowdin.yaml,1,100
docs/docs/reference-test-renderer.md,1,200
docs/_plugins/authors.rb,1,17
src/node_modules/react-test-renderer/index.js,1,2
scripts/bench/benchmarks/hacker-news/style.css,1,48
scripts/bench/benchmarks/hacker-news/top-stories.js,1,1
fixtures/attribute-behavior/src/index.css,1,7
docs/_layouts/post.html,1,10
fixtures/fiber-debugger/src/Editor.js,1,36
src/node_modules/react-dom/unstable-native-dependencies.js,1,2
packages/react/README.md,1,11
fixtures/dom/src/components/fixtures/event-pooling/hit-box.js,1,31
fixtures/packaging/webpack/prod/index.html,1,6
scripts/perf-counters/src/perf-counters.cpp,1,35
scripts/bench/benchmarks/pe-no-components/build.js,1,15
docs/404.md,1,7
docs/_posts/2014-02-16-react-v0.9-rc1.md,1,106
docs/_posts/2014-10-17-community-roundup-23.md,1,97
scripts/rollup/utils.js,1,26
docs/_posts/2015-09-02-new-react-developer-tools.md,1,19
scripts/print-warnings/README.md,1,1
docs/_posts/2015-12-29-react-v0.14.4.md,1,28
src/renderers/shared/shared/event/eventPlugins/TouchHistoryMath.js,1,117
src/renderers/dom/shared/utils/getEventCharCode.js,1,18
src/node_modules/README.md,1,2
docs/_data/nav_community.yml,1,14
docs/_posts/2013-10-3-community-roundup-9.md,1,67
docs/_posts/2015-02-20-introducing-relay-and-graphql.md,1,36
docs/jsx-compiler.md,1,8
scripts/rollup/shims/react-native/takeSnapshot.js,1,6
fixtures/packaging/systemjs-builder/prod/package.json,1,10
docs/acknowledgements.md,1,21
src/renderers/dom/shared/quoteAttributeValueForBrowser.js,1,6
scripts/circleci/set_up_github_keys.sh,1,8
docs/_posts/2017-09-25-react-v15.6.2.md,1,45
docs/docs/cross-origin-errors.md,1,21
docs/_layouts/hero.html,1,9
docs/_posts/2013-11-18-community-roundup-11.md,1,57
docs/_js/anchor-links.js,1,22
scripts/bench/benchmarks/hacker-news/benchmark.js,1,219
