entity,n-revs
src/renderers/shared/shared/event/eventPlugins/ResponderTouchHistoryStore.js,6
src/renderers/dom/shared/setInnerHTML.js,6
src/renderers/native/ReactNativeViewConfigRegistry.js,6
src/renderers/shared/shared/event/ReactSyntheticEventType.js,5
docs/docs/getting-started.ko-KR.md,5
docs/docs/addons.md,5
src/renderers/__tests__/ReactMockedComponent-test.js,5
src/renderers/shared/stack/reconciler/__tests__/ReactMultiChildText-test.js,5
circle.yml,5
scripts/release-manager/commands/npm-publish.js,5
src/renderers/shared/shared/event/ReactGenericBatching.js,5
docs/css/react.scss,5
src/renderers/__tests__/ReactEmptyComponent-test.js,5
docs/docs/02-displaying-data.zh-CN.md,5
src/shared/utils/getIteratorFn.js,5
src/renderers/shared/stack/reconciler/__tests__/ReactMultiChild-test.js,5
src/renderers/dom/client/__tests__/ReactBrowserEventEmitter-test.js,5
docs/_data/authors.yml,5
src/renderers/shared/hooks/ReactHostOperationHistoryHook.js,5
src/renderers/dom/client/ReactReconcileTransaction.js,5
fixtures/dom/src/components/fixtures/text-inputs/index.js,5
docs/docs/getting-started.ja-JP.md,5
src/renderers/shared/stack/reconciler/ReactHostComponent.js,5
docs/docs/09.3-environments.md,5
scripts/rollup/header.js,5
src/fb/ReactFBEntry.js,5
docs/docs/getting-started.it-IT.md,5
src/renderers/native/ReactNativeFeatureFlags.js,5
scripts/release-manager/commands/init.js,5
src/renderers/shared/fiber/ReactTypeOfWork.js,5
grunt/tasks/npm-react-test.js,5
src/renderers/dom/shared/syntheticEvents/SyntheticMouseEvent.js,5
fixtures/dom/src/components/fixtures/selects/index.js,5
src/renderers/dom/shared/syntheticEvents/__tests__/SyntheticEvent-test.js,5
src/renderers/native/ReactNative/ReactNativeMount.js,5
src/isomorphic/children/flattenChildren.js,5
grunt/tasks/npm-react-native.js,5
docs/docs/02-displaying-data.ko-KR.md,5
src/renderers/dom/shared/eventPlugins/TapEventPlugin.js,5
src/renderers/shared/shared/event/PluginModuleType.js,5
fixtures/fiber-debugger/src/Fibers.js,5
src/renderers/dom/client/__tests__/ReactMount-test.js,5
src/renderers/shared/shared/event/__tests__/EventPluginRegistry-test.js,5
src/renderers/__tests__/ReactChildReconciler-test.js,5
src/renderers/native/ReactIOS/IOSNativeBridgeEventPlugin.js,5
docs/docs/reference-react-dom-server.md,5
flow/environment.js,5
src/renderers/testing/__tests__/ReactShallowRenderer-test.js,5
docs/docs/03-interactivity-and-dynamic-uis.zh-CN.md,5
docs/docs/handling-events.md,5
src/renderers/dom/shared/__tests__/ReactEventIndependence-test.js,5
fixtures/attribute-behavior/src/index.js,5
docs/_posts/2015-02-18-react-conf-roundup-2015.md,5
src/renderers/shared/stack/reconciler/ReactSimpleEmptyComponent.js,5
fixtures/art/VectorWidget.js,5
fixtures/src/components/fixtures/textareas/index.js,5
src/shared/utils/reactProdInvariant.js,5
src/renderers/native/NativeMethodsMixinUtils.js,5
scripts/circleci/upload_build.sh,5
src/renderers/shared/stack/reconciler/__tests__/ReactEmptyComponent-test.js,5
src/renderers/dom/test/ReactTestUtilsEntry.js,5
src/renderers/shared/fiber/isomorphic/ReactPortal.js,5
src/addons/transitions/ReactCSSTransitionGroup.js,5
src/renderers/shared/fiber/ReactFiberStateQueue.js,5
src/renderers/__tests__/EventPluginHub-test.js,5
docs/docs/02-displaying-data.it-IT.md,5
src/renderers/shared/stack/reconciler/__tests__/ReactChildReconciler-test.js,5
src/renderers/dom/shared/eventPlugins/__tests__/EnterLeaveEventPlugin-test.js,5
src/renderers/dom/client/wrappers/ReactDOMTextarea.js,5
src/addons/update.js,5
src/renderers/native/ReactNativeFiberInspector.js,5
src/addons/transitions/ReactCSSTransitionGroupChild.js,5
docs/docs/composition-vs-inheritance.md,5
src/renderers/shared/shared/__tests__/ReactComponent-test.js,5
docs/docs/03-interactivity-and-dynamic-uis.md,5
src/renderers/shared/stack/event/eventPlugins/ResponderEventPlugin.js,5
src/shared/utils/__tests__/reactProdInvariant-test.js,5
scripts/jest/setupSpecEquivalenceReporter.js,5
fixtures/fiber-debugger/src/App.js,5
docs/docs/02-displaying-data.ja-JP.md,5
src/shared/utils/ReactElementSymbol.js,5
grunt/tasks/npm-react-addons.js,5
docs/docs/react-without-es6.md,5
src/renderers/shared/stack/reconciler/ReactDefaultBatchingStrategy.js,5
docs/warnings/refs-must-have-owner.md,5
src/renderers/shared/shared/__tests__/ReactErrorBoundaries-test.js,5
src/renderers/native/ReactNative/findNodeHandle.js,5
src/renderers/shared/hooks/ReactChildrenMutationWarningHook.js,5
fixtures/dom/src/components/TestCase.js,5
grunt/tasks/release.js,5
fixtures/dom/public/react-loader.js,5
src/shared/utils/deprecated.js,5
src/renderers/native/ReactNativeDOMIDOperations.js,5
src/renderers/native/__tests__/createReactNativeComponentClass-test.js,5
src/renderers/dom/stack/client/ReactDOMTextComponent.js,5
src/addons/ReactComponentWithPureRenderMixin.js,4
docs/docs/04-multiple-components.md,4
docs/docs/07-forms.md,4
docs/docs/react-without-jsx.md,4
fixtures/packaging/README.md,4
fixtures/src/components/fixtures/text-inputs/index.js,4
src/renderers/shared/server/ReactServerRenderer.js,4
src/renderers/dom/shared/ReactDOMSelection.js,4
scripts/rollup/shims/react-native/NativeMethodsMixin.js,4
src/renderers/dom/shared/ReactInjection.js,4
docs/tips/02-inline-styles.ru-RU.md,4
docs/docs/reference-react-dom-node-stream.md,4
src/addons/transitions/__tests__/ReactTransitionChildMapping-test.js,4
examples/react-loader.js,4
fixtures/dom/src/components/fixtures/number-inputs/NumberTestCase.js,4
docs/docs/01-why-react.zh-TW.md,4
src/renderers/dom/shared/setTextContent.js,4
src/renderers/shared/shared/event/__tests__/EventPluginHub-test.js,4
src/renderers/shared/utils/__tests__/accumulateInto-test.js,4
docs/docs/ref-03-component-specs.ko-KR.md,4
examples/fiber/debugger/yarn.lock,4
src/renderers/dom/client/eventPlugins/TapEventPlugin.js,4
src/renderers/dom/shared/__tests__/quoteAttributeValueForBrowser-test.js,4
docs/docs/10-addons.md,4
docs/docs/reference-events.md,4
docs/docs/addons-pure-render-mixin.md,4
scripts/print-warnings/print-warnings.js,4
src/renderers/native/ReactNative/ReactNative.js,4
examples/webcomponents/index.html,4
src/renderers/dom/shared/utils/isEventSupported.js,4
docs/docs/05-reusable-components.ko-KR.md,4
src/renderers/dom/server/ReactServerRenderingTransaction.js,4
src/renderers/__tests__/ReactMultiChildReconcile-test.js,4
